stdntid,female,white,black,asian,age,yearssmall,kinnercity,ksuburban,krural,ktwhite,gkthighdegree,gktyears,gkfreelunch,gkabsent,gktreadss,gktmathss,gktlstnss,gktwordss,1innercity,1suburban,1rural,1twhite,g1thighdegree,g1tyears,g1freelunch,g1absent,g1treadss,g1tmathss,g1tlstnss,g1twordss,g1readbsraw,g1mathbsraw,2innercity,2suburban,2rural,2twhite,g2thighdegree,g2tyears,g2freelunch,g2treadss,g2tmathss,g2tlstnss,g2twordss,g2readbsraw,g2mathbsraw,3innercity,3suburban,3rural,3twhite,3tblack,g3thighdegree,g3tyears,g3freelunch,g3absent,g3treadss,g3tmathss,g3tlstnss,g3twordss
11651,1.0,1,0,0,6.305399837094533,1,0,0,1,1,2.0,12.0,0.0,2.0,447.0,536.0,622.0,453.0,0,0,1,1,2.0,23.0,0.0,3.0,564.0,612.0,611.0,514.0,32.0,43.0,0,0,1,0,3.0,21.0,0.0,684.0,699.0,636.0,648.0,46.0,60.0,0,0,1,1,0,3.0,36.0,0.0,2.0,693.0,726.0,672.0,664.0
11666,1.0,1,0,0,6.204097277835958,2,0,0,0,1,3.0,12.0,0.0,6.0,418.0,459.0,509.0,427.0,0,0,0,1,3.0,3.0,0.0,9.0,507.0,512.0,543.0,499.0,26.0,39.0,0,0,0,1,3.0,22.0,0.0,586.0,568.0,578.0,583.0,36.0,55.0,0,0,0,1,0,2.0,0.0,0.0,0.0,604.0,597.0,608.0,591.0
11669,0.0,1,0,0,6.193145649808004,4,0,0,1,1,5.0,10.0,1.0,3.0,413.0,454.0,536.0,386.0,0,0,1,1,2.0,8.0,1.0,23.0,475.0,465.0,551.0,451.0,20.0,36.0,0,0,1,1,2.0,16.0,1.0,571.0,550.0,602.0,583.0,34.0,45.0,0,0,1,1,0,2.0,6.0,1.0,11.0,593.0,559.0,629.0,581.0
11672,1.0,1,0,0,6.176718207766073,0,0,0,1,1,2.0,16.0,0.0,5.0,439.0,520.0,571.0,440.0,0,0,1,1,2.0,11.0,1.0,8.0,521.0,526.0,592.0,524.0,27.0,40.0,0,0,1,1,2.0,31.0,1.0,582.0,587.0,610.0,621.0,40.0,55.0,0,0,1,1,0,2.0,7.0,0.0,11.0,599.0,624.0,634.0,557.0
11678,0.0,1,0,0,6.204097277835958,0,0,1,0,1,2.0,17.0,0.0,8.0,485.0,576.0,607.0,502.0,0,1,0,1,3.0,6.0,0.0,4.0,558.0,612.0,634.0,577.0,31.0,43.0,0,1,0,1,2.0,1.0,0.0,622.0,659.0,692.0,648.0,46.0,58.0,0,1,0,1,0,3.0,16.0,0.0,4.0,686.0,678.0,677.0,664.0
11681,0.0,1,0,0,5.174644243208279,4,0,1,0,1,3.0,8.0,0.0,13.0,458.0,559.0,578.0,449.0,0,1,0,1,2.0,20.0,0.0,19.0,553.0,545.0,596.0,551.0,29.0,43.0,0,1,0,1,2.0,19.0,0.0,608.0,659.0,636.0,621.0,47.0,58.0,0,1,0,1,0,3.0,13.0,0.0,7.0,631.0,659.0,683.0,603.0
11763,0.0,1,0,0,6.100056811570395,0,0,0,1,1,2.0,9.0,0.0,8.0,400.0,439.0,520.0,401.0,0,0,1,1,3.0,16.0,0.0,2.0,499.0,557.0,577.0,481.0,30.0,44.0,0,0,1,1,2.0,8.0,0.0,564.0,587.0,626.0,536.0,42.0,59.0,0,0,1,1,0,3.0,5.0,0.0,4.0,608.0,667.0,624.0,591.0
11769,0.0,1,0,0,6.12743588164028,0,0,0,1,1,3.0,8.0,0.0,10.0,410.0,423.0,532.0,418.0,0,0,1,1,3.0,11.0,0.0,8.0,465.0,477.0,543.0,460.0,20.0,36.0,0,0,1,0,2.0,6.0,0.0,549.0,530.0,596.0,547.0,34.0,47.0,0,0,1,1,0,2.0,7.0,0.0,8.0,582.0,567.0,603.0,567.0
11784,0.0,1,0,0,6.100056811570395,0,0,0,1,1,2.0,11.0,0.0,11.0,461.0,513.0,560.0,468.0,0,0,1,0,3.0,11.0,1.0,7.0,548.0,542.0,559.0,524.0,30.0,44.0,0,0,1,1,2.0,7.0,1.0,588.0,590.0,556.0,560.0,40.0,57.0,0,0,1,1,0,3.0,17.0,1.0,8.0,620.0,648.0,597.0,624.0
11815,0.0,1,0,0,6.0507744854446015,4,0,0,1,1,3.0,8.0,0.0,14.0,425.0,500.0,554.0,435.0,0,0,1,1,3.0,14.0,0.0,3.0,530.0,545.0,588.0,506.0,28.0,34.0,0,0,1,1,2.0,6.0,0.0,604.0,584.0,599.0,605.0,43.0,53.0,0,0,1,1,0,2.0,2.0,0.0,1.0,620.0,596.0,610.0,603.0
11820,1.0,1,0,0,6.020657508367728,4,0,0,1,1,2.0,1.0,0.0,1.0,428.0,459.0,571.0,418.0,0,0,1,1,3.0,10.0,0.0,7.0,492.0,520.0,548.0,481.0,28.0,38.0,0,0,1,0,3.0,18.0,0.0,568.0,528.0,578.0,560.0,43.0,46.0,0,0,1,1,0,3.0,11.0,0.0,2.0,592.0,629.0,606.0,591.0
11843,0.0,1,0,0,6.0151816943537515,4,0,0,1,1,2.0,19.0,1.0,22.0,410.0,454.0,505.0,449.0,0,0,1,1,2.0,7.0,1.0,14.0,548.0,553.0,568.0,551.0,26.0,42.0,0,0,1,1,2.0,32.0,1.0,550.0,526.0,543.0,593.0,25.0,35.0,0,0,1,1,0,2.0,17.0,1.0,26.0,587.0,601.0,601.0,567.0
11856,1.0,1,0,0,6.075415648507498,0,0,0,1,1,3.0,15.0,0.0,22.0,492.0,559.0,578.0,494.0,0,0,1,1,2.0,7.0,0.0,14.0,553.0,572.0,596.0,524.0,30.0,44.0,0,0,1,1,2.0,18.0,0.0,650.0,615.0,636.0,648.0,47.0,57.0,0,0,1,1,0,2.0,21.0,0.0,10.0,654.0,651.0,663.0,641.0
11865,0.0,1,0,0,6.012443787346762,4,0,0,1,1,2.0,8.0,0.0,17.0,483.0,559.0,571.0,512.0,0,0,1,1,3.0,13.0,0.0,0.0,590.0,584.0,625.0,551.0,30.0,44.0,0,0,1,1,3.0,15.0,0.0,650.0,648.0,656.0,672.0,44.0,59.0,0,0,1,1,0,3.0,17.0,0.0,4.0,675.0,678.0,696.0,664.0
11870,0.0,1,0,0,6.045298671430625,4,0,0,1,1,2.0,15.0,0.0,16.0,430.0,489.0,516.0,427.0,0,0,1,1,2.0,4.0,0.0,2.0,590.0,529.0,571.0,551.0,29.0,39.0,0,0,1,1,2.0,1.0,0.0,582.0,574.0,584.0,605.0,35.0,55.0,0,0,1,1,0,2.0,1.0,0.0,1.0,665.0,639.0,615.0,655.0
11875,1.0,1,0,0,6.064464020479544,0,0,0,1,1,2.0,13.0,0.0,13.0,427.0,478.0,545.0,414.0,0,0,1,1,3.0,9.0,0.0,9.0,530.0,584.0,580.0,493.0,30.0,43.0,0,0,1,1,2.0,19.0,0.0,622.0,632.0,596.0,621.0,46.0,57.0,0,0,1,1,0,3.0,11.0,0.0,9.0,641.0,642.0,617.0,641.0
11876,0.0,1,0,0,6.045298671430625,4,0,0,1,1,2.0,2.0,1.0,6.0,405.0,513.0,560.0,386.0,0,0,1,1,2.0,19.0,1.0,0.0,494.0,572.0,618.0,486.0,26.0,43.0,0,0,1,1,6.0,12.0,1.0,541.0,572.0,656.0,583.0,43.0,55.0,0,0,1,1,0,3.0,3.0,1.0,9.0,533.0,568.0,656.0,557.0
11891,1.0,1,0,0,6.039822857416648,0,0,0,1,1,3.0,13.0,1.0,12.0,439.0,506.0,565.0,453.0,0,0,1,1,2.0,15.0,1.0,2.0,477.0,465.0,556.0,486.0,22.0,40.0,0,0,1,1,2.0,13.0,1.0,535.0,556.0,587.0,515.0,30.0,43.0,0,0,1,1,0,2.0,15.0,1.0,11.0,588.0,588.0,580.0,581.0
11901,0.0,1,0,0,5.979588903262901,0,0,0,1,1,3.0,8.0,1.0,4.0,419.0,468.0,536.0,405.0,0,0,1,1,3.0,11.0,1.0,6.0,509.0,523.0,546.0,536.0,26.0,42.0,0,0,1,1,2.0,19.0,1.0,602.0,559.0,599.0,621.0,43.0,57.0,0,0,1,1,0,2.0,3.0,0.0,5.0,620.0,601.0,608.0,620.0
11902,0.0,1,0,0,5.957685647206993,2,0,0,0,1,4.0,13.0,1.0,14.0,439.0,454.0,565.0,414.0,0,0,0,1,2.0,11.0,0.0,7.0,469.0,502.0,584.0,446.0,24.0,39.0,0,0,0,1,3.0,14.0,0.0,541.0,611.0,631.0,547.0,36.0,54.0,0,0,0,1,0,2.0,29.0,0.0,14.0,616.0,606.0,627.0,607.0
11914,1.0,1,0,0,5.968637275234946,4,0,0,1,1,3.0,12.0,0.0,16.0,470.0,576.0,565.0,494.0,0,0,1,1,2.0,8.0,0.0,14.0,564.0,553.0,611.0,577.0,31.0,44.0,0,0,1,1,2.0,33.0,0.0,627.0,620.0,622.0,672.0,47.0,58.0,0,0,1,1,0,3.0,12.0,0.0,10.0,654.0,639.0,672.0,641.0
11916,1.0,1,0,0,5.965899368227958,2,0,0,0,1,3.0,12.0,0.0,5.0,443.0,547.0,578.0,458.0,0,0,0,1,3.0,3.0,0.0,3.0,527.0,567.0,577.0,536.0,28.0,41.0,0,0,0,1,3.0,22.0,0.0,582.0,648.0,613.0,553.0,42.0,59.0,0,0,0,1,0,2.0,0.0,0.0,2.0,606.0,629.0,632.0,581.0
11919,0.0,1,0,0,5.957685647206993,4,0,0,0,1,4.0,12.0,0.0,14.0,476.0,576.0,595.0,468.0,0,0,0,1,3.0,15.0,0.0,21.0,564.0,601.0,634.0,536.0,31.0,44.0,0,0,0,1,3.0,14.0,0.0,637.0,620.0,677.0,672.0,46.0,59.0,0,0,0,1,0,2.0,36.0,0.0,9.0,686.0,700.0,731.0,664.0
11920,0.0,1,0,0,5.952209833193016,4,0,0,0,1,4.0,12.0,0.0,14.0,474.0,536.0,565.0,480.0,0,0,0,1,3.0,15.0,0.0,15.0,558.0,612.0,588.0,577.0,32.0,44.0,0,0,0,1,3.0,14.0,0.0,611.0,620.0,599.0,648.0,48.0,56.0,0,0,0,1,0,2.0,36.0,0.0,2.0,693.0,691.0,643.0,740.0
11926,0.0,1,0,0,5.996016345304832,0,0,1,0,1,2.0,18.0,0.0,3.0,490.0,528.0,578.0,468.0,0,1,0,1,3.0,13.0,0.0,2.0,571.0,572.0,601.0,577.0,29.0,44.0,0,1,0,1,2.0,9.0,0.0,586.0,561.0,636.0,648.0,44.0,56.0,0,1,0,0,1,2.0,15.0,0.0,4.0,631.0,589.0,663.0,641.0
11927,0.0,1,0,0,5.996016345304832,4,0,1,0,1,3.0,18.0,0.0,7.0,497.0,602.0,545.0,524.0,0,1,0,1,2.0,20.0,0.0,6.0,629.0,592.0,611.0,601.0,30.0,43.0,0,1,0,0,3.0,15.0,0.0,627.0,632.0,665.0,621.0,45.0,56.0,0,1,0,1,0,2.0,5.0,0.0,5.0,657.0,659.0,696.0,691.0
11949,0.0,1,0,0,5.949471926186027,0,0,0,1,1,2.0,1.0,0.0,4.0,439.0,500.0,571.0,418.0,0,0,1,1,2.0,0.0,0.0,2.0,501.0,578.0,588.0,493.0,29.0,44.0,0,0,1,1,2.0,16.0,0.0,614.0,620.0,636.0,574.0,45.0,58.0,0,0,1,1,0,2.0,1.0,0.0,2.0,614.0,624.0,610.0,607.0
11952,0.0,1,0,0,5.938520298158073,0,0,0,1,1,4.0,12.0,0.0,6.0,437.0,528.0,607.0,423.0,0,0,1,1,2.0,16.0,0.0,4.0,553.0,572.0,634.0,524.0,31.0,43.0,0,0,1,1,2.0,8.0,0.0,604.0,659.0,631.0,593.0,45.0,59.0,0,0,1,1,0,2.0,15.0,0.0,2.0,604.0,642.0,696.0,574.0
11959,0.0,1,0,0,5.957685647206993,0,0,0,1,1,4.0,12.0,0.0,7.0,422.0,506.0,554.0,418.0,0,0,1,1,2.0,21.0,0.0,0.0,530.0,557.0,592.0,514.0,29.0,40.0,0,0,1,1,2.0,0.0,0.0,571.0,648.0,636.0,583.0,43.0,58.0,0,0,1,1,0,2.0,23.0,0.0,8.0,595.0,691.0,663.0,603.0
11967,1.0,1,0,0,5.941258205165061,4,0,0,0,1,2.0,11.0,0.0,5.0,440.0,468.0,545.0,431.0,0,0,0,1,2.0,5.0,0.0,0.0,530.0,526.0,606.0,506.0,31.0,40.0,0,0,0,0,3.0,9.0,0.0,596.0,563.0,610.0,672.0,41.0,49.0,0,0,0,1,0,2.0,13.0,0.0,9.0,624.0,597.0,656.0,595.0
11973,1.0,1,0,0,6.001492159318809,0,0,0,1,1,3.0,6.0,0.0,9.0,425.0,429.0,520.0,418.0,0,0,1,1,2.0,9.0,0.0,7.0,521.0,512.0,568.0,536.0,29.0,39.0,0,0,1,1,2.0,15.0,0.0,575.0,579.0,622.0,605.0,39.0,55.0,0,0,1,1,0,2.0,15.0,0.0,3.0,606.0,580.0,617.0,611.0
11974,0.0,1,0,0,5.946734019179038,4,0,0,1,1,3.0,4.0,0.0,9.0,460.0,547.0,560.0,453.0,0,0,1,1,2.0,7.0,0.0,8.0,579.0,676.0,618.0,551.0,31.0,43.0,0,0,1,1,2.0,3.0,0.0,586.0,659.0,590.0,593.0,41.0,58.0,0,0,1,1,0,2.0,1.0,0.0,5.0,614.0,648.0,632.0,599.0
11979,0.0,1,0,0,5.963161461220969,4,0,1,0,1,2.0,0.0,0.0,13.0,451.0,506.0,578.0,453.0,0,1,0,1,2.0,0.0,0.0,14.0,571.0,627.0,606.0,524.0,30.0,43.0,0,1,0,1,2.0,14.0,0.0,611.0,632.0,631.0,567.0,44.0,57.0,0,1,0,1,0,3.0,18.0,0.0,8.0,616.0,711.0,652.0,676.0
11988,1.0,1,0,0,5.985064717276877,0,0,0,1,1,2.0,9.0,0.0,11.0,463.0,576.0,578.0,463.0,0,0,1,1,3.0,16.0,0.0,9.0,558.0,542.0,606.0,524.0,32.0,43.0,0,0,1,1,2.0,8.0,0.0,622.0,603.0,642.0,574.0,45.0,58.0,0,0,1,1,0,2.0,0.0,0.0,9.0,654.0,663.0,646.0,664.0
11989,0.0,0,1,0,5.952209833193016,0,0,0,1,1,3.0,15.0,1.0,6.0,419.0,506.0,536.0,410.0,0,0,1,1,3.0,13.0,1.0,5.0,519.0,557.0,596.0,551.0,32.0,44.0,0,0,1,1,2.0,18.0,1.0,562.0,545.0,543.0,560.0,33.0,53.0,0,0,1,1,0,2.0,24.0,1.0,0.0,585.0,594.0,590.0,588.0
11990,1.0,1,0,0,5.949471926186027,0,0,0,1,1,2.0,3.0,0.0,29.0,439.0,484.0,524.0,440.0,0,0,1,1,3.0,16.0,0.0,12.0,530.0,549.0,543.0,524.0,31.0,41.0,0,0,1,0,2.0,31.0,0.0,549.0,541.0,617.0,593.0,32.0,44.0,0,0,1,1,0,3.0,5.0,0.0,5.0,580.0,610.0,615.0,563.0
11991,0.0,1,0,0,5.9357823911510845,4,0,0,1,1,2.0,8.0,0.0,23.0,416.0,468.0,549.0,405.0,0,0,1,1,3.0,13.0,0.0,2.0,490.0,538.0,601.0,475.0,20.0,42.0,0,0,1,1,3.0,15.0,0.0,579.0,590.0,636.0,583.0,40.0,59.0,0,0,1,1,0,3.0,17.0,0.0,1.0,616.0,663.0,649.0,595.0
11995,0.0,1,0,0,5.930306577137108,0,0,0,1,1,2.0,9.0,0.0,26.0,458.0,484.0,578.0,444.0,0,0,1,0,3.0,11.0,1.0,14.0,503.0,515.0,571.0,506.0,29.0,40.0,0,0,1,1,2.0,7.0,0.0,593.0,570.0,570.0,593.0,47.0,46.0,0,0,1,1,0,3.0,17.0,1.0,14.0,622.0,597.0,599.0,611.0
11999,1.0,1,0,0,4.974777031698118,0,0,0,1,1,2.0,3.0,0.0,12.0,463.0,528.0,586.0,468.0,0,0,1,1,2.0,7.0,0.0,24.0,548.0,553.0,596.0,536.0,31.0,44.0,0,0,1,1,2.0,15.0,0.0,627.0,584.0,656.0,672.0,47.0,59.0,0,0,1,1,0,2.0,24.0,0.0,11.0,644.0,651.0,689.0,620.0
12000,0.0,1,0,0,5.949471926186027,0,0,0,1,1,3.0,16.0,1.0,16.0,445.0,500.0,532.0,440.0,0,0,1,1,2.0,1.0,1.0,26.0,485.0,542.0,548.0,465.0,20.0,44.0,0,0,1,1,2.0,2.0,1.0,547.0,538.0,570.0,553.0,32.0,49.0,0,0,1,1,0,3.0,19.0,0.0,4.0,585.0,591.0,603.0,595.0
12005,1.0,1,0,0,5.99875425231182,1,0,0,1,1,2.0,3.0,0.0,11.0,413.0,439.0,520.0,405.0,0,0,1,1,2.0,0.0,0.0,3.0,485.0,495.0,534.0,470.0,27.0,37.0,0,0,1,1,2.0,1.0,0.0,596.0,565.0,575.0,593.0,41.0,54.0,0,0,1,1,0,2.0,1.0,0.0,2.0,622.0,608.0,612.0,611.0
12007,0.0,1,0,0,5.954947740200004,0,0,0,1,1,2.0,7.0,0.0,5.0,437.0,444.0,549.0,435.0,0,0,1,1,2.0,5.0,0.0,0.0,501.0,584.0,634.0,506.0,30.0,44.0,0,0,1,1,2.0,15.0,0.0,557.0,620.0,636.0,574.0,38.0,58.0,0,0,1,1,0,3.0,9.0,0.0,6.0,570.0,624.0,634.0,595.0
12010,1.0,1,0,0,5.9357823911510845,0,0,0,1,1,2.0,3.0,0.0,38.0,411.0,418.0,524.0,410.0,0,0,1,1,2.0,4.0,0.0,8.0,497.0,481.0,556.0,486.0,28.0,26.0,0,0,1,1,3.0,14.0,0.0,582.0,568.0,593.0,672.0,45.0,50.0,0,0,1,1,0,2.0,13.0,0.0,4.0,644.0,614.0,610.0,664.0
12014,0.0,1,0,0,6.001492159318809,1,0,0,1,1,2.0,12.0,0.0,7.0,437.0,513.0,565.0,453.0,0,0,1,1,3.0,9.0,0.0,0.0,514.0,612.0,618.0,536.0,28.0,44.0,0,0,1,1,2.0,19.0,0.0,608.0,674.0,642.0,567.0,46.0,57.0,0,0,1,1,0,3.0,11.0,0.0,1.0,626.0,672.0,656.0,599.0
12038,0.0,1,0,0,5.990540531290854,0,0,0,1,1,2.0,2.0,1.0,1.0,410.0,439.0,490.0,418.0,0,0,1,1,2.0,0.0,0.0,1.0,512.0,542.0,524.0,514.0,26.0,40.0,0,0,1,1,2.0,16.0,1.0,569.0,540.0,545.0,605.0,40.0,48.0,0,0,1,1,0,2.0,1.0,1.0,0.0,578.0,573.0,577.0,549.0
12040,1.0,1,0,0,5.933044484144096,1,0,0,1,1,2.0,9.0,1.0,18.0,391.0,429.0,466.0,391.0,0,0,1,1,3.0,2.0,1.0,23.0,487.0,472.0,546.0,499.0,21.0,38.0,0,0,1,1,3.0,12.0,1.0,506.0,492.0,540.0,505.0,17.0,31.0,0,0,1,1,0,2.0,28.0,1.0,13.0,542.0,528.0,540.0,549.0
12047,1.0,1,0,0,5.738653086647912,0,0,0,0,1,2.0,8.0,0.0,3.0,522.0,559.0,595.0,502.0,0,0,0,1,3.0,8.0,0.0,2.0,651.0,627.0,645.0,601.0,32.0,44.0,0,0,0,1,3.0,19.0,0.0,669.0,659.0,665.0,672.0,48.0,58.0,0,0,0,1,0,3.0,16.0,0.0,3.0,675.0,700.0,731.0,664.0
12051,1.0,1,0,0,5.960423554213981,2,0,0,1,1,3.0,13.0,0.0,21.0,443.0,489.0,532.0,458.0,0,0,1,1,3.0,5.0,0.0,5.0,533.0,490.0,551.0,524.0,28.0,34.0,0,0,1,1,2.0,5.0,0.0,611.0,596.0,572.0,605.0,42.0,57.0,0,0,1,1,0,2.0,22.0,0.0,2.0,629.0,622.0,599.0,648.0
12056,0.0,1,0,0,5.839955645906486,0,0,0,1,1,3.0,11.0,0.0,7.0,472.0,513.0,578.0,480.0,0,0,1,1,5.0,18.0,0.0,15.0,629.0,627.0,606.0,601.0,31.0,44.0,0,0,1,1,2.0,33.0,0.0,684.0,611.0,636.0,672.0,46.0,58.0,0,0,1,1,0,2.0,7.0,0.0,4.0,680.0,700.0,696.0,691.0
12066,1.0,1,0,0,5.916617042102165,2,0,0,1,1,3.0,6.0,0.0,5.0,443.0,520.0,571.0,453.0,0,0,1,1,2.0,11.0,0.0,2.0,516.0,542.0,611.0,524.0,27.0,43.0,0,0,1,1,2.0,7.0,0.0,637.0,659.0,642.0,621.0,48.0,58.0,0,0,1,1,0,2.0,6.0,0.0,8.0,602.0,645.0,643.0,611.0
12068,1.0,1,0,0,5.897451693053245,0,0,0,1,1,3.0,6.0,0.0,14.0,437.0,547.0,578.0,440.0,0,0,1,1,2.0,16.0,1.0,1.0,548.0,572.0,574.0,524.0,30.0,44.0,0,0,1,1,2.0,8.0,0.0,573.0,587.0,599.0,560.0,31.0,56.0,0,0,1,1,0,2.0,12.0,0.0,7.0,602.0,629.0,622.0,611.0
12087,1.0,1,0,0,5.826266110871544,4,0,0,1,1,5.0,10.0,0.0,6.0,460.0,576.0,595.0,449.0,0,0,1,1,2.0,8.0,0.0,5.0,651.0,627.0,618.0,601.0,32.0,44.0,0,0,1,1,2.0,16.0,0.0,709.0,699.0,649.0,648.0,46.0,60.0,0,0,1,1,0,2.0,6.0,0.0,5.0,680.0,691.0,696.0,664.0
12093,1.0,1,0,0,5.88923797203228,4,0,1,0,1,3.0,8.0,0.0,12.0,437.0,513.0,565.0,431.0,0,1,0,1,2.0,20.0,0.0,13.0,553.0,553.0,571.0,551.0,28.0,41.0,0,1,0,0,3.0,15.0,0.0,591.0,590.0,631.0,605.0,40.0,56.0,0,1,0,1,0,2.0,5.0,0.0,2.0,661.0,672.0,652.0,664.0
12094,1.0,0,1,0,5.886500065025292,0,0,1,0,1,4.0,12.0,1.0,27.0,428.0,478.0,505.0,414.0,0,1,0,1,2.0,7.0,1.0,20.0,485.0,502.0,531.0,465.0,20.0,40.0,0,1,0,1,3.0,31.0,1.0,544.0,548.0,543.0,530.0,27.0,42.0,0,1,0,0,1,3.0,15.0,1.0,18.0,542.0,561.0,568.0,553.0
12097,0.0,1,0,0,5.881024251011314,4,0,0,1,1,2.0,7.0,0.0,5.0,503.0,513.0,549.0,494.0,0,0,1,1,2.0,7.0,0.0,2.0,564.0,601.0,645.0,536.0,31.0,43.0,0,0,1,1,2.0,20.0,0.0,614.0,648.0,626.0,621.0,47.0,57.0,0,0,1,1,0,2.0,20.0,0.0,3.0,629.0,651.0,629.0,641.0
12099,0.0,1,0,0,5.878286344004326,4,0,1,0,1,3.0,8.0,0.0,33.0,467.0,576.0,571.0,468.0,0,1,0,1,2.0,18.0,0.0,17.0,604.0,653.0,611.0,577.0,30.0,44.0,0,1,0,0,3.0,15.0,0.0,622.0,699.0,642.0,648.0,47.0,59.0,0,1,0,1,0,2.0,5.0,0.0,9.0,631.0,691.0,672.0,603.0
12107,1.0,1,0,0,5.861858901962394,2,0,0,1,1,3.0,13.0,0.0,1.0,442.0,547.0,565.0,449.0,0,0,1,1,3.0,5.0,0.0,1.0,590.0,572.0,588.0,577.0,32.0,42.0,0,0,1,1,2.0,5.0,0.0,650.0,699.0,636.0,672.0,48.0,60.0,0,0,1,1,0,2.0,22.0,0.0,0.0,650.0,648.0,672.0,635.0
12108,0.0,0,1,0,5.861858901962394,4,0,0,1,1,2.0,1.0,1.0,26.0,419.0,454.0,516.0,410.0,0,0,1,1,3.0,10.0,1.0,19.0,490.0,520.0,554.0,475.0,24.0,36.0,0,0,1,0,3.0,18.0,1.0,582.0,554.0,587.0,605.0,45.0,46.0,0,0,1,1,0,3.0,11.0,0.0,6.0,602.0,622.0,610.0,641.0
12114,0.0,1,0,0,5.853645180941429,0,0,1,0,1,2.0,16.0,0.0,10.0,518.0,520.0,560.0,569.0,0,1,0,1,3.0,18.0,0.0,12.0,604.0,532.0,568.0,601.0,29.0,44.0,0,1,0,1,3.0,15.0,0.0,637.0,611.0,617.0,672.0,43.0,58.0,0,1,0,1,0,3.0,21.0,0.0,2.0,626.0,655.0,632.0,591.0
12117,1.0,1,0,0,5.845431459920464,0,0,0,1,1,3.0,5.0,0.0,8.0,440.0,513.0,571.0,435.0,0,0,1,1,2.0,2.0,0.0,3.0,604.0,545.0,606.0,577.0,32.0,40.0,0,0,1,1,2.0,19.0,0.0,643.0,570.0,649.0,621.0,46.0,52.0,0,0,1,1,0,2.0,1.0,0.0,1.0,633.0,596.0,640.0,620.0
12125,1.0,1,0,0,5.670205411473199,0,0,0,1,1,3.0,13.0,0.0,9.0,460.0,559.0,571.0,458.0,0,0,1,1,2.0,0.0,0.0,8.0,530.0,549.0,606.0,536.0,30.0,42.0,0,0,1,1,2.0,20.0,0.0,611.0,593.0,613.0,593.0,46.0,58.0,0,0,1,1,0,2.0,28.0,0.0,6.0,606.0,642.0,689.0,577.0
12126,0.0,1,0,0,5.8125765758366015,4,0,0,1,1,4.0,8.0,0.0,11.0,443.0,500.0,554.0,444.0,0,0,1,1,3.0,3.0,0.0,2.0,629.0,578.0,546.0,601.0,31.0,44.0,0,0,1,1,3.0,12.0,0.0,643.0,632.0,636.0,648.0,43.0,58.0,0,0,1,1,0,3.0,14.0,0.0,5.0,654.0,691.0,627.0,676.0
12130,1.0,1,0,0,5.952209833193016,0,0,0,1,1,3.0,17.0,0.0,0.0,431.0,506.0,524.0,401.0,0,0,1,1,2.0,6.0,0.0,0.0,524.0,542.0,559.0,524.0,27.0,42.0,0,0,1,1,2.0,12.0,0.0,579.0,596.0,567.0,593.0,44.0,53.0,0,0,1,1,0,2.0,14.0,0.0,0.0,604.0,636.0,619.0,635.0
12137,0.0,1,0,0,5.872810529990349,4,0,0,1,1,2.0,19.0,0.0,15.0,448.0,513.0,586.0,453.0,0,0,1,1,2.0,7.0,0.0,2.0,604.0,601.0,634.0,577.0,32.0,44.0,0,0,1,1,2.0,11.0,0.0,684.0,721.0,677.0,672.0,45.0,60.0,0,0,1,1,0,2.0,31.0,0.0,1.0,675.0,672.0,677.0,717.0
12144,1.0,1,0,0,5.850907273934441,0,0,0,0,1,2.0,0.0,0.0,0.0,463.0,547.0,565.0,468.0,0,0,0,1,3.0,12.0,0.0,8.0,553.0,592.0,634.0,506.0,30.0,44.0,0,0,0,1,3.0,13.0,0.0,622.0,615.0,617.0,605.0,46.0,58.0,0,0,0,1,0,3.0,7.0,0.0,2.0,665.0,645.0,619.0,664.0
12159,0.0,1,0,0,5.954947740200004,0,0,0,1,1,2.0,3.0,0.0,42.0,421.0,449.0,524.0,423.0,0,0,1,1,3.0,9.0,0.0,27.0,501.0,549.0,577.0,514.0,30.0,44.0,0,0,1,1,2.0,8.0,0.0,579.0,577.0,578.0,560.0,40.0,55.0,0,0,1,1,0,2.0,0.0,0.0,35.0,606.0,636.0,603.0,603.0
12167,0.0,1,0,0,5.90566541407421,0,0,0,1,1,2.0,13.0,1.0,18.0,437.0,463.0,565.0,449.0,0,0,1,1,2.0,23.0,1.0,6.0,629.0,592.0,580.0,577.0,30.0,44.0,0,0,1,0,3.0,21.0,0.0,604.0,648.0,649.0,560.0,39.0,57.0,0,0,1,1,0,3.0,36.0,1.0,23.0,650.0,596.0,629.0,629.0
12169,1.0,1,0,0,5.8919758790392684,0,0,0,1,1,3.0,8.0,0.0,12.0,430.0,559.0,565.0,431.0,0,0,1,1,2.0,23.0,0.0,9.0,544.0,567.0,592.0,524.0,32.0,44.0,0,0,1,0,3.0,21.0,0.0,614.0,607.0,610.0,605.0,43.0,59.0,0,0,1,1,0,3.0,36.0,0.0,18.0,631.0,636.0,629.0,620.0
12170,0.0,1,0,0,5.875548436997337,1,0,0,1,1,2.0,14.0,0.0,1.0,468.0,602.0,586.0,463.0,0,0,1,1,3.0,9.0,0.0,2.0,651.0,584.0,565.0,601.0,31.0,43.0,0,0,1,1,2.0,19.0,0.0,643.0,699.0,610.0,648.0,47.0,59.0,0,0,1,1,0,3.0,11.0,0.0,6.0,675.0,684.0,649.0,664.0
